Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2362911,F. STOCK ELEMENTARY SCHOOL,FREDERICK STOCK ELEMENTARY SCHOOL,30081,School,Risk 1 (High),7507 W Birchwood (7500N) ,CHICAGO,IL,60631,02/26/2020,Canvass,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW DEVICE AT MOP SINK.INSTRUCTED MANAGEMENT TO INSTALL A BACKFLOW DEVICE AT MOPS SINK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS AT BASE BOARD BEHIND REFRIGERATION AND DRY STORAGE DUSTY AND DIRTY.INSTRUCTED MANAGEMENT TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER AT MOP CLOSET.INSTRUCTED MANAGEMENT TO REMOVE CLUTTER FROM MOP CLOSET.",42.01686390486173,-87.81420664190287,"(-87.81420664190287, 42.01686390486173)"
2362907,A & J FOOD MARKET INCORPORATED,A & J FOOD MARKET INCORPORATED,69143,Grocery Store,Risk 1 (High),342 W 75TH ST ,CHICAGO,IL,60621,02/26/2020,Complaint Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Violation Codes: 4-501.11 Inspector Comments: MUST REPAIR OR REPLACE WORN DOOR GASKET ON MILK WALK IN COOLER. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: Violation Codes: 6-202.11 Inspector Comments: MUST PROVIDE LIGHT SHIELDS ON LIGHTS IN MEAT WALK IN COOLER & FREEZER.",41.7581997027466,-87.63375706271778,"(-87.63375706271778, 41.7581997027466)"
2362892,HONKY TONK BARBEQUE,HONKY TONK BARBEQUE,1987119,Restaurant,Risk 1 (High),1800 S RACINE AVE ,CHICAGO,IL,60608,02/25/2020,Complaint,No Entry,,41.85788239331137,-87.65657385684578,"(-87.65657385684578, 41.85788239331137)"
2362877,FORT WILLOW,FORT WILLOW,2698625,Restaurant,Risk 3 (Low),1721 N ELSTON AVE ,CHICAGO,IL,60622,02/25/2020,License,Pass w/ Conditions,,41.91372879440366,-87.66422290709808,"(-87.66422290709808, 41.91372879440366)"
2362852,ORA CASUAL DINING,ORA CASUAL DINING,2652875,Restaurant,Risk 1 (High),6043 W ADDISON ST ,CHICAGO,IL,60634,02/25/2020,Canvass,No Entry,,41.945644781746616,-87.778210263651,"(-87.778210263651, 41.945644781746616)"
2362850,POLYNESIAN VILLAGE,POLYNESIAN VILLAGE,15637,Restaurant,Risk 1 (High),6845 W ADDISON ST ,CHICAGO,IL,60634,02/25/2020,Canvass,Out of Business,,41.94533186509267,-87.79780215177259,"(-87.79780215177259, 41.94533186509267)"
2362853,RAJ DARBAR,RAJ DARBAR,55355,Restaurant,Risk 1 (High),2660 N HALSTED ST ,CHICAGO,IL,60614,02/25/2020,Complaint,No Entry,,41.930751911450216,-87.64909233354552,"(-87.64909233354552, 41.930751911450216)"
2362841,FORASTERO RESTAURANT,FORASTERO RESTAURANT,2709541,Restaurant,Risk 1 (High),449 W NORTH AVE ,CHICAGO,IL,60610,02/25/2020,License,Pass,,41.910976463600086,-87.64053424207636,"(-87.64053424207636, 41.910976463600086)"
2362816,REEF KITCHENS,REEF KITCHENS,2694910,Mobile Food Preparer,Risk 2 (Medium),135 N KEDZIE ,CHICAGO,IL,60612,02/25/2020,License,Not Ready,,41.88390509704504,-87.70605925083947,"(-87.70605925083947, 41.88390509704504)"
2362807,LANS,LANS,1969396,Restaurant,Risk 1 (High),1507 N SEDGWICK ST ,CHICAGO,IL,60610,02/24/2020,Complaint,No Entry,,41.9094789093631,-87.63839445280031,"(-87.63839445280031, 41.9094789093631)"
2362786,LAKESHORE SPORT & FITNESS,LAKESHORE SPORT & FITNESS,2359175,Restaurant,Risk 1 (High),211 N STETSON AVE ,CHICAGO,IL,60601,02/24/2020,Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND GREASE AND LOOSE DEBRIS ACCUMULATION ON GRILL, STOVE AND FRYER. INSTRUCTED TO CLEAN AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND LOOSE FOOD DEBRIS ON LOWER SHELVES OF PREP TABLES, INSTRUCTED TO CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND SLOW DRAIN AT HANDWASHING SINK IN DISH AREA, INSTRUCTED TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND MOPS STORED IMPROPERLY. INSTRUCTED TO PROVIDE HOOKS TO STORE MOPS, SO MOPS CAN DRY PROPERLY, AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND DRIED FOOD DEBRIS ON FLOORS IN THE DRY STORAGE ROOM AND UNDER HEAVY EQUIPMENT THROUGHOUT THE KITCHEN. ALSO, FOUND DRIED FOOD ON WALLS THROUGHOUT THE REAR PREP AREA, INSTRUCTED TO CLEAN ALL AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND BURNED OUT LIGHT ABOVE WALK IN LIQUOR COOLER, INSTRUCTED TO REPLACE LIGHT AND MAINTAIN. ",41.886027277677655,-87.62216627091873,"(-87.62216627091873, 41.886027277677655)"
2362805,BEL-AMI RESTAURANT,BEL-AMI RESTAURANT,1122732,Restaurant,Risk 1 (High),5530 N LINCOLN AVE ,CHICAGO,IL,60625,02/24/2020,Canvass,Pass,10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED FACILITY MISSING EMPLOYEE HAND WASHING SIGNAGE WHEN RETURNING TO WORK FROM RESTROOM. INFORMED PERSON IN CHARGE TO OBTAIN AND MAINTAIN SIGNAGE,41.98205254958613,-87.69354121130398,"(-87.69354121130398, 41.98205254958613)"
2362787,"SOUP & SCOOPS, LLC","SOUP & SCOOPS, LLC",2569510,Restaurant,Risk 1 (High),6709 N OLMSTED AVE ,CHICAGO,IL,60631,02/24/2020,Canvass,Fail,60. PREVIOUS CORE VIOLATION CORRECTED - Comments: VIOLATION #56 NOT CORRECTED- OBSERVED REHEATING SOUPS USING GAS STOVE WITHOUT PROPER VENTILATION. INSTRUCTED TO PROVIDE PROPER VENTILATION ABOVE (2) GAS STOVE IN REAR PREP AREA. CITATION ISSUED-7-42-090 PREVIOUSLY INSTRUCTED ON 9/12/2019  SEE REPORT #2312173,42.002389738392516,-87.81707622356394,"(-87.81707622356394, 42.002389738392516)"
2362764,TAQUERIA LA ESTRELLA,TAQUERIA LA ESTRELLA,2438130,Restaurant,Risk 1 (High),4808 N MILWAUKEE AVE ,CHICAGO,IL,60630,02/24/2020,Canvass,Fail,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: FOUND NO CONSUMER ADVISORY OR DISCLOSURE POSTED AND ON MENUS FOR RAW/UNDERCOOKED FOODS. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-005,CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN THE INTERIOR OF THE MICROWAVE AND PREP COOLERS AND TO REMOVE FOOD DEBRIS AND TO MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO WASTE RECEPTACLE IN THE WASH ROOMS. MANAGEMENT INSTRUCTED TO PROVIDE A COVERED WASTE RECEPTACLE IN THE WASH ROOMS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER AND UNUSED BROKEN ICE MACHINE IN REAR MOP SINK AREA . INSTRUCTED MANAGEMENT TO REMOVE TO PREVENT PEST HARBORAGE.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BURNT-OUT LIGHT BULBS ABOVE THE 3-COMPARTMENT SINK.INSTRUCTED TO REPLACE BURNT-OUT LIGHT BULBS AND MAINTAIN ADEQUATE LIGHTING AT ALL TIMES. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM INSPECTION REPORT#2305060 DATED:08/21/2019  10	6-301.14: **C** Handwashing Signage INSTRUCTED TO PROVIDE HAND WASHING SIGNAGE IN EVERY HAND SINK. -	Nov 21, 2019 ISSUED -	Nov 21, 2019   36	4-204.112(B): **C** Temperature Measuring Devices (NO THERMOMETER IN EQUIPMENT)  INSTRUCTED TO PROVIDE THERMOMETER VISIBLE AND ACCURATE INSIDE ALL COOLERS. -	Nov 21, 2019    37	3-302.12: **C** Food Storage Containers Identified with Common Name of Food INSTRUCTED TO PROPERLY LABEL FOOD STORAGE CONTAINERS/BINS IDENTIFIED WITH COMMON NAME. -	Nov 21, 2019  47	4-201.11: **C** Equipment and Utensils- Durability and Strength INSTRUCTED TO REMOVE CARDBOARD LINER ON PREP/STORAGE SHELVES. -	Nov 21, 2019  49	4-601.11(C): (C) NonFOOD-CONTACT SURFACES of EQUIPMENT shall be kept free of an accumulation of dust, dirt, FOOD residue, and other debris.  INSTRUCTED TO DETAIL CLEAN AND MAINTAIN KITCHEN HOOD AND FILTERS WITH EXCESSIVE GREASE ACCUMULATION ABOVE COOKING EQUIPMENT IN REAR PREP/COOKING AREA. -	Nov 21, 2019  55	6-201.17: **C** Walls and Ceilings, Attachments INSTRUCTED TO CLEAN AND MAINTAIN CEILING VENT COVER WITH DUST ACCUMULATION INSIDE MEN AND WOMEN WASHROOM. -	Nov 21, 2019  55	6-201.16: **C** Wall and Ceiling Coverings and Coatings NOTED WALL AND CEILING IN REAR STORAGE AREA WITH WATER DAMAGED. INSTRUCTED TO REPAIR/REPLACED. -	Nov 21, 2019  55	6-201.11: **C** Floors, Walls, and Ceilings- Cleanability INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS ALONG THE WALLS AND IN ALL CORNERS ESPECIALLY AROUND GREASE BOX UNDERNEATH 3 COMPARTMENT SINK AND FLOORS IN BASEMENT ALONG THE WALLS AND IN ALL CORNERS.   58	2-102.13: **C** Allergen Training - All certified food service sanitation managers employed by a restaurant must receive or obtain training in basic allergen awareness principles within 30 days after employment and every 3 years thereafter. Training programs must be accredited by the American National Standards Institute or another reputable accreditation agency under the ASTM International E2659-09 (Standard Practice for Certificate Programs). FOUND NO APPROVED ALLERGEN TRAINING IN ACCORDANCE WITH PA 100-0367 ON SITE. INSTRUCTED ANY PERSON WITH CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE TO COMPLY WITH ALLERGEN TRAINING. -	Nov 21, 2019  INSTRUCTED TO CORRECT NOTED VIOLATIONS AND MAINTAIN BY 3/3/2020 PRIORITY FOUNDATION VIOLATION 7-42-090,CITATION ISSUED. ",41.968028363337,-87.76105969691393,"(-87.76105969691393, 41.968028363337)"
2362776,RUIZ ELEMENTARY SCHOOL,RUIZ ELEMENTARY SCHOOL,24931,School,Risk 1 (High),2410 S Leavitt (2200W) ,CHICAGO,IL,60608,02/24/2020,Canvass Re-Inspection,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO CLOSED RECEPTACLE INSIDE OF THE EMPLOYEE'S AND GIRL'S TOILET ROOMS. INSTRUCTED TO PROVIDE.",41.84809742496657,-87.68078114123138,"(-87.68078114123138, 41.84809742496657)"
2362754,PACIUGO LINCOLN SQUARE,PACIUGO LINCOLN SQUARE,2037325,Restaurant,Risk 2 (Medium),2324 W GIDDINGS ST ,CHICAGO,IL,60625,02/24/2020,Canvass,Out of Business,,41.96765092713031,-87.6875610952487,"(-87.6875610952487, 41.96765092713031)"
2362756,CHICAGO PHO,CHICAGO PHO,2670805,Restaurant,Risk 1 (High),2703-2705 W LAWRENCE AVE ,CHICAGO,IL,60625,02/24/2020,Canvass,Out of Business,,41.96844149667769,-87.69638221374743,"(-87.69638221374743, 41.96844149667769)"
2362744,MOMENTUM COFFEE,MOMENTUM COFFEE,2708683,,Risk 2 (Medium),2119 S STATE ST ,CHICAGO,IL,60616,02/24/2020,License,Not Ready,,41.85364982727399,-87.62695608899325,"(-87.62695608899325, 41.85364982727399)"
2362751,59TH QUICK SHOP INC,NOR,2631991,Grocery Store,Risk 3 (Low),1825 W 59TH ST ,CHICAGO,IL,60636,02/24/2020,Complaint,No Entry,,41.786564006417,-87.67023898101154,"(-87.67023898101154, 41.786564006417)"
2362702,CAPTAIN HOOKS,CAPTAIN HOOKS/FIREHOUSE STEAK AND LEMONADE,1332616,Restaurant,Risk 2 (Medium),1600 W 13TH ST ,CHICAGO,IL,60608,02/21/2020,Complaint Re-Inspection,Pass w/ Conditions,37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.11(B:5) OBSERVED NO ALLERGEN WARNING LABELS ON THE PREPACKAGED DESSERTS FOR SALE LOCATED AT THE FRONT CUSTOMER COUNTER. INSTRUCTED TO PROVIDE ALLERGEN WARNING LABELS. PRIORITY FOUNDATION 7-38-005. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 UNABLE TO LOCATE THE BACK FLOW PREVENTION DEVICE ON THE ICE MACHINE THAT IS LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO LOCATE.,41.865188763426644,-87.66646924032864,"(-87.66646924032864, 41.865188763426644)"
2362712,LITTLE GENIUS COMMUNITY DAYCARE 11,LITTLE GENIUS COMMUNITY DAYCARE,2359451,Daycare (2 - 6 Years),Risk 1 (High),1000 W 103RD ST ,CHICAGO,IL,60643,02/21/2020,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CEILING  PEELING ON 1ST FLOOR OVER BED STORAGE AREA. MUST REPAIR.",41.706982259265786,-87.64775773310967,"(-87.64775773310967, 41.706982259265786)"
2362694,IZAKAYA MITA,IZAKAYA MITA,2341554,Restaurant,Risk 1 (High),1960 N DAMEN AVE ,CHICAGO,IL,60647,02/21/2020,Canvass Re-Inspection,Pass w/ Conditions,"48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: 4-302.13  OBSERVED NO IRREVERSIBLE REGISTERING TEMPERATURE INDICATOR TO MEASURE THE WATER TEMPERATURE INSIDE OF THE HIGH TEMPERATURE DISH MACHINE. MANAGEMENT INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005. NO CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13  DETAIL CLEAN THE INTERIOR OF THE STOVE AND MICROWAVE.",41.91771656090932,-87.67776704867907,"(-87.67776704867907, 41.91771656090932)"
2362704,BAMYAN KABAB,BAMYAM KABAB,2595526,Restaurant,Risk 1 (High),5701 N CALIFORNIA AVE ,CHICAGO,IL,60659,02/21/2020,Canvass Re-Inspection,Pass,,41.984972071174575,-87.69907209888437,"(-87.69907209888437, 41.984972071174575)"
2362697,Burger Fed Temp Kiosk,BURGER FED TEMP KIOSK,2609686,KIOSK,Risk 3 (Low),11601 W TOUHY ,CHICAGO,IL,60666,02/21/2020,Canvass,Out of Business,,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)"
2362683,BURGER KING,BURGER KING,2713626,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666,02/21/2020,License,Not Ready,,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)"
2362675,THE MOONLIGHTER,THE MOONLIGHTER,2652433,Restaurant,Risk 1 (High),3204-3206 W ARMITAGE AVE ,CHICAGO,IL,60647,02/21/2020,License,Pass w/ Conditions,,41.91750971586693,-87.70721668999688,"(-87.70721668999688, 41.91750971586693)"
2362666,CARIBBEAN JERK PALACE,,2712476,,All,731-733 S DEARBORN ST ,CHICAGO,IL,60605,02/21/2020,License,Not Ready,,41.872733608439034,-87.62899896919282,"(-87.62899896919282, 41.872733608439034)"
2362658,TBD,SHERIDAN 'L' LIQUORS AND LOUNGE,2712489,Liquor,Risk 3 (Low),3944-3946 N SHERIDAN RD ,CHICAGO,IL,60613,02/21/2020,License,Not Ready,,41.95405970426544,-87.65468014494112,"(-87.65468014494112, 41.95405970426544)"
2362662,"TONY'S FINER FOODS ENTERPRISES, INC.",TONY'S FINER FOODS,1717568,Grocery Store,Risk 1 (High),2500 N CENTRAL AVE ,CHICAGO,IL,60639,02/21/2020,Complaint,Pass w/ Conditions,"15. FOOD SEPARATED AND PROTECTED - Comments: - OBSERVED RAW CHICKEN FILLETS AND CUTE STORED DIRECTLY ABOVE RAW PORK CUTS AND PORK SAUSAGE IN THE DISPLAY COOLER AT THE DELI COUNTER.   FOODS SHALL BE PROTECTED FROM CROSS CONTAMINATION BY ARRANGING ALL FOODS TO BE STORED, HELD, AND DISPLAYED IN ORDER OF MINIMUM COOKING TEMPERATURES.   VIOLATION CORRECTED ON SITE; FACILITY HAS REMOVED THE RAW PORK PRODUCTS FROM UNDERNEATH THE RAW CHICKEN, AND STORED ALL FOOD ITEMS CORRECTLY AT THIS TIME.   PRIORITY VIOLATION#:7-38-005.  CITATION ISSUED.  -    | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: - MUST PROVIDE A COVERED TRASH RECEPTACLE TO BE LOCATED INSIDE THE SINGLE STALL EMPLOYEE TOILET ROOM. -   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED HEAVY DEBRIS BUILDUP ON THE FLOOR BEHIND THE SHELVES OF THE BACK STORAGE/RECEIVING ROOMS.   MUST REMOVE DEBRIS, DETAIL CLEAN, AND MAINTAIN.  - ",41.92589288021343,-87.76620482583799,"(-87.76620482583799, 41.92589288021343)"
2362651,SUN FOOD MART,SUN FOOD MART,1738266,Grocery Store,Risk 2 (Medium),3601 W CERMAK RD ,CHICAGO,IL,60623,02/21/2020,Complaint Re-Inspection,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(O) OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN EMPLOYEE HEALTH POLICY THAT INCLUDES A SIGNED ACKNOWLEDGEMENT FROM EACH EMPLOYEE. PRIORITY FOUNDATION 7-38-010. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO WRITTEN PROCEDURE NOR ADEQUATE SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND DIARRHEA EVENTS THAT CAN POTENTIALLY OCCUR INSIDE OF THE FACILITY. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E) OBSERVED 3 UNIT CROCK POT BOWLS NEED TO BE CLEANED AND SANITIZED. INSTRUCTED TO CLEAN AND SANITIZE ALL COOKWARE AND UTENSILS.",41.85155346052472,-87.715059286164,"(-87.715059286164, 41.85155346052472)"
2362638,BERNARD MOOS ELEMENTARY SCHOOL,BERNARD MOOS ELEMENTARY SCHOOL,24551,School,Risk 1 (High),1711 N California AVE ,CHICAGO,IL,60647,02/21/2020,Canvass Re-Inspection,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 OBSERVED THE MOP SINK ON THE 3RD FLOOR OF THE OLD BUILDING BACKED UP WITH STANDING WATER. MANAGEMENT INSTRUCTED TO REPAIR SO THAT THE WATER DRAINS PROPERLY AT THE MOP SINK.,41.912531098361065,-87.6969054465616,"(-87.6969054465616, 41.912531098361065)"
2362636,EDIBLE ARRANGEMENTS,EDIBLE ARRANGEMENTS,2713291,Restaurant,Risk 2 (Medium),2031 E 95TH ST ,CHICAGO,IL,60617,02/20/2020,License,Not Ready,,41.72237416138551,-87.57411884277383,"(-87.57411884277383, 41.72237416138551)"
2362610,JETS PIZZA,JETS PIZZA,2496600,Restaurant,Risk 1 (High),207 W SUPERIOR ST ,CHICAGO,IL,60654,02/20/2020,Canvass Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A CUTTING BOARD IN FRONT PREP AREA ON FIRST FLOOR COVERED IN DARK STAINS AND DEEP GROOVES. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN SMOOTH, CLEANABLE CUTTING SURFACES.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A TORN GASKET ON INTERIOR OF ONE DOOR FREEZER LOCATED IN FRONT PREP AREA. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN.",41.89548016746785,-87.63450109737967,"(-87.63450109737967, 41.89548016746785)"
